schema,table,column,type,length_or_precision,nullable,default_value
gold,ibkr_positions_live,currency,character varying,10,YES,
gold,ibkr_positions_live,fetched_at,timestamp without time zone,"",YES,
gold,index_metrics,date,date,"",NO,
gold,index_metrics,ticker,character varying,20,NO,
gold,index_metrics,name,character varying,100,YES,
gold,index_metrics,market,character varying,10,YES,
gold,index_metrics,region,character varying,20,YES,
gold,index_metrics,currency,character varying,10,YES,
gold,index_metrics,open,numeric,"",YES,
gold,index_metrics,high,numeric,"",YES,
gold,index_metrics,low,numeric,"",YES,
gold,index_metrics,close,numeric,"",YES,
gold,index_metrics,volume,bigint,64,YES,
gold,index_metrics,change_pct,numeric,"",YES,
gold,index_metrics,change_amount,numeric,"",YES,
gold,index_metrics,ytd_change,numeric,"",YES,
gold,index_metrics,ma_50,numeric,"",YES,
gold,index_metrics,ma_200,numeric,"",YES,
gold,index_metrics,above_ma_50,boolean,"",YES,
gold,index_metrics,above_ma_200,boolean,"",YES,
gold,index_metrics,golden_cross,boolean,"",YES,
gold,index_metrics,rsi_14,numeric,"",YES,
gold,index_metrics,macd_line,numeric,"",YES,
gold,index_metrics,macd_signal,numeric,"",YES,
gold,index_metrics,macd_hist,numeric,"",YES,
gold,index_metrics,atr_14,numeric,"",YES,
gold,index_metrics,_52_week_high,numeric,"",YES,
gold,index_metrics,_52_week_low,numeric,"",YES,
gold,index_metrics,_52_week_range_pct,numeric,"",YES,
gold,index_metrics,returns_1d,numeric,"",YES,
gold,index_metrics,returns_5d,numeric,"",YES,
gold,index_metrics,returns_21d,numeric,"",YES,
gold,index_metrics,returns_63d,numeric,"",YES,
gold,index_metrics,returns_252d,numeric,"",YES,
gold,index_metrics,volatility_21d,numeric,"",YES,
gold,index_metrics,is_volatility_index,boolean,"",YES,false
gold,index_metrics,created_at,timestamp without time zone,"",YES,now()
gold,institutional_holdings,id,integer,32,NO,nextval('gold.institutional_holdings_id_seq'::regclass)
gold,institutional_holdings,ticker,character varying,20,NO,
gold,institutional_holdings,holder_name,character varying,100,NO,
gold,institutional_holdings,shares,bigint,64,YES,
gold,institutional_holdings,shares_change,bigint,64,YES,
gold,institutional_holdings,pct_out,numeric,5,YES,
gold,institutional_holdings,pct_held,numeric,5,YES,
gold,institutional_holdings,value,bigint,64,YES,
gold,institutional_holdings,report_date,date,"",YES,
gold,institutional_holdings,collected_at,timestamp without time zone,"",YES,now()
gold,interbank_rates,id,integer,32,NO,nextval('gold.interbank_rates_id_seq'::regclass)
gold,interbank_rates,date,date,"",NO,
gold,interbank_rates,currency,character varying,3,NO,'HKD'::character varying
gold,interbank_rates,tenor,character varying,10,NO,'1M'::character varying
gold,interbank_rates,rate,numeric,10,NO,
gold,interbank_rates,source,character varying,50,YES,'HKMA'::character varying
gold,interbank_rates,created_at,timestamp without time zone,"",YES,now()
gold,kpis_metrics,ticker,character varying,50,NO,
gold,kpis_metrics,date,date,"",NO,
gold,kpis_metrics,close,numeric,28,YES,
gold,kpis_metrics,open,numeric,28,YES,
gold,kpis_metrics,high,numeric,28,YES,
gold,kpis_metrics,low,numeric,28,YES,
gold,kpis_metrics,volume,bigint,64,YES,
gold,kpis_metrics,change_1d,numeric,8,YES,
gold,kpis_metrics,change_1w,numeric,8,YES,
gold,kpis_metrics,change_1m,numeric,8,YES,
gold,kpis_metrics,change_3m,numeric,8,YES,
gold,kpis_metrics,change_ytd,numeric,8,YES,
gold,kpis_metrics,body_size,numeric,28,YES,
gold,kpis_metrics,upper_shadow,numeric,28,YES,
gold,kpis_metrics,lower_shadow,numeric,28,YES,
gold,kpis_metrics,candle_type,character varying,20,YES,
gold,kpis_metrics,gap_up,boolean,"",YES,false
gold,kpis_metrics,gap_down,boolean,"",YES,false
gold,kpis_metrics,sma_5,numeric,28,YES,
gold,kpis_metrics,sma_10,numeric,28,YES,
gold,kpis_metrics,sma_20,numeric,28,YES,
gold,kpis_metrics,sma_50,numeric,28,YES,
gold,kpis_metrics,sma_200,numeric,28,YES,
gold,kpis_metrics,ema_12,numeric,28,YES,
gold,kpis_metrics,ema_26,numeric,28,YES,
gold,kpis_metrics,price_vs_sma5_pct,numeric,8,YES,
gold,kpis_metrics,price_vs_sma20_pct,numeric,8,YES,
gold,kpis_metrics,price_vs_sma50_pct,numeric,8,YES,
gold,kpis_metrics,price_vs_sma200_pct,numeric,8,YES,
gold,kpis_metrics,ma_cross_signal,character varying,20,YES,
gold,kpis_metrics,volume_sma_20,numeric,28,YES,
gold,kpis_metrics,volume_sma_50,numeric,28,YES,
gold,kpis_metrics,volume_ratio,numeric,8,YES,
gold,kpis_metrics,relative_volume,numeric,8,YES,
gold,kpis_metrics,atr_14,numeric,28,YES,
gold,kpis_metrics,atr_14_pct,numeric,8,YES,
gold,kpis_metrics,volatility_20d,numeric,8,YES,
gold,kpis_metrics,volatility_50d,numeric,8,YES,
gold,kpis_metrics,bb_upper,numeric,28,YES,
gold,kpis_metrics,bb_middle,numeric,28,YES,
gold,kpis_metrics,bb_lower,numeric,28,YES,
gold,kpis_metrics,bb_width,numeric,8,YES,
gold,kpis_metrics,bb_position,numeric,8,YES,
gold,kpis_metrics,bb_squeeze,boolean,"",YES,false
gold,kpis_metrics,rsi_5,numeric,8,YES,
gold,kpis_metrics,rsi_9,numeric,8,YES,
gold,kpis_metrics,rsi_14,numeric,8,YES,
gold,kpis_metrics,rsi_21,numeric,8,YES,
gold,kpis_metrics,rsi_trend,character varying,20,YES,
gold,kpis_metrics,rsi_divergence,character varying,20,YES,
gold,kpis_metrics,macd_line,numeric,18,YES,
gold,kpis_metrics,macd_signal,numeric,18,YES,
gold,kpis_metrics,macd_histogram,numeric,18,YES,
gold,kpis_metrics,macd_cross,character varying,20,YES,
gold,kpis_metrics,adx_14,numeric,8,YES,
gold,kpis_metrics,adx_trend,character varying,20,YES,
gold,kpis_metrics,plus_di,numeric,8,YES,
gold,kpis_metrics,minus_di,numeric,8,YES,
gold,kpis_metrics,stochastic_k,numeric,8,YES,
gold,kpis_metrics,stochastic_d,numeric,8,YES,
gold,kpis_metrics,stoch_oversold,boolean,"",YES,false
gold,kpis_metrics,stoch_overbought,boolean,"",YES,false
gold,kpis_metrics,pivot_point,numeric,18,YES,
gold,kpis_metrics,support_1,numeric,18,YES,
gold,kpis_metrics,support_2,numeric,18,YES,
gold,kpis_metrics,resistance_1,numeric,18,YES,
gold,kpis_metrics,resistance_2,numeric,18,YES,
gold,kpis_metrics,obv,numeric,18,YES,
gold,kpis_metrics,obv_trend,character varying,20,YES,
gold,kpis_metrics,mfi_14,numeric,8,YES,
gold,kpis_metrics,pe_ratio,numeric,10,YES,
gold,kpis_metrics,pb_ratio,numeric,10,YES,
gold,kpis_metrics,ps_ratio,numeric,10,YES,
gold,kpis_metrics,ev_ebitda,numeric,10,YES,
gold,kpis_metrics,earnings_surprise,numeric,8,YES,
gold,kpis_metrics,earnings_date,date,"",YES,
gold,kpis_metrics,cond_price_up,boolean,"",YES,false
gold,kpis_metrics,cond_price_down,boolean,"",YES,false
gold,kpis_metrics,cond_gap_up,boolean,"",YES,false
gold,kpis_metrics,cond_gap_down,boolean,"",YES,false
gold,kpis_metrics,cond_high_volume,boolean,"",YES,false
gold,kpis_metrics,cond_low_volume,boolean,"",YES,false
gold,kpis_metrics,cond_volume_spike,boolean,"",YES,false
gold,kpis_metrics,cond_rsi_oversold,boolean,"",YES,false
gold,kpis_metrics,cond_rsi_overbought,boolean,"",YES,false
gold,kpis_metrics,cond_rsi_bullish,boolean,"",YES,false
gold,kpis_metrics,cond_rsi_bearish,boolean,"",YES,false
gold,kpis_metrics,cond_rsi_below_25,boolean,"",YES,false
gold,kpis_metrics,cond_rsi_below_40,boolean,"",YES,false
gold,kpis_metrics,cond_rsi_below_45,boolean,"",YES,false
gold,kpis_metrics,cond_above_sma20,boolean,"",YES,false
gold,kpis_metrics,cond_below_sma20,boolean,"",YES,false
gold,kpis_metrics,cond_above_sma50,boolean,"",YES,false
gold,kpis_metrics,cond_below_sma50,boolean,"",YES,false
gold,kpis_metrics,cond_above_sma200,boolean,"",YES,false
gold,kpis_metrics,cond_below_sma200,boolean,"",YES,false
gold,kpis_metrics,cond_golden_cross,boolean,"",YES,false
gold,kpis_metrics,cond_death_cross,boolean,"",YES,false
gold,kpis_metrics,cond_above_bb,boolean,"",YES,false
gold,kpis_metrics,cond_below_bb,boolean,"",YES,false
gold,kpis_metrics,cond_bb_squeeze,boolean,"",YES,false
gold,kpis_metrics,cond_macd_bullish,boolean,"",YES,false
gold,kpis_metrics,cond_macd_bearish,boolean,"",YES,false
gold,kpis_metrics,cond_stoch_oversold,boolean,"",YES,false
gold,kpis_metrics,cond_stoch_overbought,boolean,"",YES,false
gold,kpis_metrics,cond_strong_trend,boolean,"",YES,false
gold,kpis_metrics,cond_bullish_divergence,boolean,"",YES,false
gold,kpis_metrics,cond_bearish_divergence,boolean,"",YES,false
gold,kpis_metrics,s001_high_vol_pullback,boolean,"",YES,false
gold,kpis_metrics,s002_oversold_bounce,boolean,"",YES,false
gold,kpis_metrics,s003_rsi_divergence,boolean,"",YES,false
gold,kpis_metrics,s009_extreme_rsi_vol,boolean,"",YES,false
gold,kpis_metrics,breakout_sma20,boolean,"",YES,false
gold,kpis_metrics,breakdown_sma20,boolean,"",YES,false
gold,kpis_metrics,mean_reversion,boolean,"",YES,false
gold,kpis_metrics,momentum_buy,boolean,"",YES,false
gold,kpis_metrics,momentum_sell,boolean,"",YES,false
gold,kpis_metrics,updated_at,timestamp without time zone,"",YES,now()
gold,kpis_metrics,data_quality_score,integer,32,YES,100
gold,kpis_metrics,s007_3day_monday,boolean,"",YES,false
gold,kpis_metrics,s012_tech_momentum,boolean,"",YES,false
gold,kpis_metrics,stoch_k,numeric,"",YES,
gold,kpis_metrics,stoch_d,numeric,"",YES,
gold,kpis_metrics,adx,numeric,"",YES,
gold,kpis_metrics,adx_plus_di,numeric,"",YES,
gold,kpis_metrics,adx_minus_di,numeric,"",YES,
gold,kpis_metrics,vwap,numeric,"",YES,
gold,kpis_metrics,vol_sma_20,numeric,"",YES,
gold,kpis_metrics,vol_ratio,numeric,"",YES,
gold,llm_key_entities_config,id,integer,32,NO,nextval('gold.key_entities_config_id_seq'::regclass)
gold,llm_key_entities_config,category,character varying,50,YES,
gold,llm_key_entities_config,name,character varying,100,YES,
gold,llm_key_entities_config,is_active,boolean,"",YES,true
gold,llm_key_entities_config,created_at,timestamp without time zone,"",YES,CURRENT_TIMESTAMP
gold,macro_event_flags,date,date,"",NO,
gold,macro_event_flags,cpi_flag,integer,32,YES,0
gold,macro_event_flags,nfp_flag,integer,32,YES,0
gold,macro_event_flags,fed_funds_flag,integer,32,YES,0
gold,macro_event_flags,event_flag,integer,32,YES,0
gold,macro_event_flags,event_count,integer,32,YES,0
gold,macro_event_flags,severity,character varying,20,YES,
gold,macro_event_flags,updated_at,timestamp with time zone,"",YES,now()
gold,macro_event_flags,eia_flag,smallint,16,YES,0
gold,macro_indicators,id,integer,32,NO,nextval('gold.macro_indicators_id_seq'::regclass)
gold,macro_indicators,date,date,"",NO,
gold,macro_indicators,indicator_name,character varying,50,NO,
gold,macro_indicators,value,numeric,12,YES,
gold,macro_indicators,created_at,timestamp with time zone,"",YES,now()
gold,market_regimes,id,integer,32,NO,nextval('gold.market_regimes_id_seq'::regclass)
gold,market_regimes,timestamp,timestamp without time zone,"",YES,((CURRENT_TIMESTAMP AT TIME ZONE 'UTC'::text) + '08:00:00'::interval)
gold,market_regimes,region,character varying,20,YES,
gold,market_regimes,regime_name,character varying,20,YES,
gold,market_regimes,volatility_index,double precision,53,YES,
gold,market_regimes,dominance_sector,character varying,50,YES,
gold,market_sentiment_daily,id,integer,32,NO,nextval('gold.market_sentiment_daily_id_seq'::regclass)
gold,market_sentiment_daily,market,character varying,10,NO,
gold,market_sentiment_daily,date,date,"",NO,
gold,market_sentiment_daily,rating,character varying,20,NO,
gold,market_sentiment_daily,score,numeric,5,YES,
gold,market_sentiment_daily,bull_percentage,numeric,5,YES,
gold,market_sentiment_daily,bear_percentage,numeric,5,YES,
gold,market_sentiment_daily,index_change_score,numeric,5,YES,
gold,market_sentiment_daily,breadth_score,numeric,5,YES,
gold,market_sentiment_daily,technical_score,numeric,5,YES,
gold,market_sentiment_daily,vix_score,numeric,5,YES,
gold,market_sentiment_daily,index_change_pct,numeric,8,YES,
gold,market_sentiment_daily,advancing_pct,numeric,5,YES,
gold,market_sentiment_daily,above_ma50_pct,numeric,5,YES,
gold,market_sentiment_daily,rsi_avg,numeric,5,YES,
gold,market_sentiment_daily,vix_level,numeric,8,YES,
gold,market_sentiment_daily,description,text,"",YES,
gold,market_sentiment_daily,created_at,timestamp without time zone,"",YES,now()
gold,metric_definitions,id,integer,32,NO,nextval('gold.metric_definitions_id_seq'::regclass)
gold,metric_definitions,asset_class,character varying,20,YES,
gold,metric_definitions,metric_name,character varying,50,YES,
gold,metric_definitions,formula_raw,text,"",YES,
gold,metric_definitions,description,text,"",YES,
gold,metric_definitions,weight_impact,character varying,20,YES,
gold,metric_definitions,source,character varying,50,YES,
gold,nfp_equity_drift_backtests,id,integer,32,NO,nextval('gold.nfp_equity_drift_backtests_id_seq'::regclass)
gold,nfp_equity_drift_backtests,strategy_name,character varying,64,NO,
gold,nfp_equity_drift_backtests,version,character varying,8,NO,
gold,nfp_equity_drift_backtests,backtest_date,date,"",NO,
gold,nfp_equity_drift_backtests,in_sample_sharpe,numeric,"",YES,
gold,nfp_equity_drift_backtests,oos_sharpe,numeric,"",YES,
gold,nfp_equity_drift_backtests,win_rate,numeric,"",YES,
gold,nfp_equity_drift_backtests,total_return,numeric,"",YES,
gold,nfp_equity_drift_backtests,n_trades,integer,32,YES,
gold,nfp_equity_drift_backtests,artifact_path,text,"",YES,
gold,nfp_equity_drift_backtests,created_at,timestamp with time zone,"",YES,now()
gold,paper_run_log,id,integer,32,NO,nextval('gold.paper_run_log_id_seq'::regclass)
gold,paper_run_log,run_date,date,"",NO,
gold,paper_run_log,run_type,text,"",YES,
gold,paper_run_log,signals_eval,integer,32,YES,
gold,paper_run_log,orders_placed,integer,32,YES,
gold,paper_run_log,orders_skipped,integer,32,YES,
gold,paper_run_log,gate_reasons,text,"",YES,
gold,paper_run_log,total_pnl,numeric,"",YES,
gold,paper_run_log,drawdown_pct,numeric,"",YES,
gold,paper_run_log,duration_ms,integer,32,YES,
gold,paper_run_log,status,text,"",YES,
gold,paper_run_log,created_at,timestamp with time zone,"",YES,now()
gold,paper_run_log,daily_pnl,numeric,18,YES,
gold,paper_run_log,cumulative_pnl,numeric,18,YES,
gold,paper_run_log,num_positions,integer,32,YES,
gold,paper_run_log,position_pnls,jsonb,"",YES,
gold,paper_run_log,weekly_review,jsonb,"",YES,
gold,paper_strategies,id,integer,32,NO,nextval('gold.paper_strategies_id_seq'::regclass)
gold,paper_strategies,strategy_id,text,"",NO,
gold,paper_strategies,strategy_name,text,"",YES,
gold,paper_strategies,description,text,"",YES,
gold,paper_strategies,asset_class,text,"",YES,
gold,paper_strategies,status,text,"",YES,'active'::text
gold,paper_strategies,created_at,timestamp with time zone,"",YES,now()
gold,paper_strategies,updated_at,timestamp with time zone,"",YES,now()
gold,paper_trades,id,integer,32,NO,nextval('gold.paper_trades_id_seq'::regclass)
gold,paper_trades,ts,timestamp with time zone,"",NO,now()
gold,paper_trades,strategy_id,text,"",NO,
gold,paper_trades,instrument,text,"",NO,
gold,paper_trades,direction,text,"",YES,
gold,paper_trades,size,numeric,"",YES,
gold,paper_trades,entry_price,numeric,"",YES,
gold,paper_trades,exit_price,numeric,"",YES,
gold,paper_trades,pnl,numeric,"",YES,
gold,paper_trades,regime,text,"",YES,
gold,paper_trades,signal_value,numeric,"",YES,
gold,paper_trades,ic_at_entry,numeric,"",YES,
gold,paper_trades,confidence_at_entry,numeric,"",YES,
gold,paper_trades,status,text,"",YES,
gold,paper_trades,rehearsal,boolean,"",YES,false
gold,paper_trades,updated_at,timestamp with time zone,"",YES,now()
gold,paper_trades,ticker,text,"",YES,
gold,paper_trades,n_shares,integer,32,YES,
gold,platform_settings,key,character varying,100,NO,
gold,platform_settings,value,text,"",YES,
gold,platform_settings,updated_at,timestamp without time zone,"",YES,now()
gold,portfolio_snapshots,id,bigint,64,NO,nextval('gold.portfolio_snapshots_id_seq'::regclass)
gold,portfolio_snapshots,snapshot_date,date,"",NO,
gold,portfolio_snapshots,portfolio_type,character varying,20,NO,
gold,portfolio_snapshots,total_value,numeric,18,YES,
gold,portfolio_snapshots,cash_value,numeric,18,YES,
gold,portfolio_snapshots,positions_value,numeric,18,YES,
gold,portfolio_snapshots,daily_pnl,numeric,18,YES,
gold,portfolio_snapshots,daily_pnl_pct,numeric,10,YES,
gold,portfolio_snapshots,mtd_pnl,numeric,18,YES,
gold,portfolio_snapshots,ytd_pnl,numeric,18,YES,
gold,portfolio_snapshots,total_pnl,numeric,18,YES,
gold,portfolio_snapshots,gross_exposure,numeric,10,YES,
gold,portfolio_snapshots,net_exposure,numeric,10,YES,
gold,portfolio_snapshots,beta_adjusted_exposure,numeric,10,YES,
gold,portfolio_snapshots,var_95,numeric,18,YES,
gold,portfolio_snapshots,calculated_at,timestamp without time zone,"",YES,now()
gold,positions,id,integer,32,NO,nextval('gold.positions_id_seq'::regclass)
gold,positions,strategy_id,character varying,50,YES,
gold,positions,ticker,character varying,20,YES,
gold,positions,side,character varying,10,YES,
gold,positions,quantity,numeric,18,YES,
gold,positions,entry_price,numeric,18,YES,
gold,positions,current_price,numeric,18,YES,
gold,positions,market_value,numeric,18,YES,
gold,positions,unrealized_pnl,numeric,18,YES,
gold,positions,realized_pnl,numeric,18,YES,
gold,positions,status,character varying,20,YES,
gold,positions,opened_at,timestamp without time zone,"",YES,
gold,positions,updated_at,timestamp without time zone,"",YES,now()
gold,regime_features,date,date,"",NO,
gold,regime_features,adx14,double precision,53,YES,
gold,regime_features,hurst_30,double precision,53,YES,
gold,regime_features,rv5d,double precision,53,YES,
gold,regime_features,rv_iv_ratio,double precision,53,YES,
gold,regime_features,vix_z60,double precision,53,YES,
gold,regime_features,spy_above_200,smallint,16,YES,
gold,regime_features,breadth_50,double precision,53,YES,
gold,regime_features,funding_z,double precision,53,YES,
gold,regime_features,event_flag,smallint,16,YES,
gold,regime_features,computed_at,timestamp without time zone,"",YES,now()
gold,regime_features,adx_hurst_cross,double precision,53,YES,
gold,regime_features,rv5d_change,double precision,53,YES,
gold,regime_label,date,date,"",NO,
gold,regime_label,regime,character varying,10,YES,
gold,regime_label,hmm_label,character varying,10,YES,
gold,regime_label,override_used,boolean,"",YES,
gold,regime_label,confidence,double precision,53,YES,
gold,regime_label,computed_at,timestamp without time zone,"",YES,now()
gold,regime_label,severity,integer,32,YES,0
gold,s9_macd_signals,id,integer,32,NO,nextval('gold.s9_macd_signals_id_seq'::regclass)
gold,s9_macd_signals,strategy_id,character varying,50,NO,'S9_MACD_Momentum_V2'::character varying
gold,s9_macd_signals,ticker,character varying,20,NO,
gold,s9_macd_signals,signal_date,date,"",NO,
gold,s9_macd_signals,entry_date,date,"",NO,
gold,s9_macd_signals,macd_hist,numeric,"",YES,
gold,s9_macd_signals,prev_macd_hist,numeric,"",YES,
gold,s9_macd_signals,volume_ratio,numeric,"",YES,
gold,s9_macd_signals,signal_strength,numeric,"",YES,
gold,s9_macd_signals,entry_price_est,numeric,"",YES,
gold,s9_macd_signals,is_active,boolean,"",YES,true
gold,s9_macd_signals,processed_at,timestamp without time zone,"",YES,now()
gold,s9_macd_signals,created_at,timestamp without time zone,"",YES,now()
gold,s9_paper_trades,id,integer,32,NO,nextval('gold.s9_paper_trades_id_seq'::regclass)
gold,s9_paper_trades,strategy_id,character varying,50,NO,'S9_MACD_Momentum_V2'::character varying
gold,s9_paper_trades,ticker,character varying,20,NO,
gold,s9_paper_trades,entry_date,date,"",NO,
gold,s9_paper_trades,exit_date,date,"",YES,
gold,s9_paper_trades,direction,character varying,10,YES,'LONG'::character varying
gold,s9_paper_trades,entry_price,numeric,"",YES,
gold,s9_paper_trades,exit_price,numeric,"",YES,
gold,s9_paper_trades,pnl_pct,numeric,"",YES,
gold,s9_paper_trades,hold_days,integer,32,YES,
gold,s9_paper_trades,exit_reason,character varying,50,YES,
gold,s9_paper_trades,signal_id,integer,32,YES,
gold,s9_paper_trades,execution_mode,character varying,20,YES,'PAPER'::character varying
gold,s9_paper_trades,status,character varying,20,YES,'OPEN'::character varying
gold,s9_paper_trades,created_at,timestamp without time zone,"",YES,now()
gold,s9_paper_trades,updated_at,timestamp without time zone,"",YES,now()
gold,seasonality_patterns,id,bigint,64,NO,nextval('gold.seasonality_patterns_id_seq'::regclass)
gold,seasonality_patterns,ticker,character varying,50,NO,
gold,seasonality_patterns,asset_class,character varying,20,NO,
gold,seasonality_patterns,month,integer,32,NO,
gold,seasonality_patterns,avg_return_pct,numeric,10,YES,
gold,seasonality_patterns,win_rate,numeric,5,YES,
gold,seasonality_patterns,std_dev,numeric,10,YES,
gold,seasonality_patterns,max_gain_pct,numeric,10,YES,
gold,seasonality_patterns,max_loss_pct,numeric,10,YES,
gold,seasonality_patterns,sample_size,integer,32,YES,
gold,seasonality_patterns,seasonal_bias,character varying,20,YES,
gold,seasonality_patterns,z_score,numeric,8,YES,
gold,seasonality_patterns,lookback_years,integer,32,YES,20
gold,seasonality_patterns,calculated_at,timestamp without time zone,"",YES,now()
gold,sector_etfs,id,integer,32,NO,nextval('gold.sector_etfs_id_seq'::regclass)
gold,sector_etfs,ticker,character varying,10,NO,
gold,sector_etfs,date,date,"",NO,
gold,sector_etfs,open_price,numeric,12,YES,
gold,sector_etfs,high_price,numeric,12,YES,
gold,sector_etfs,low_price,numeric,12,YES,
gold,sector_etfs,close_price,numeric,12,YES,
gold,sector_etfs,volume,bigint,64,YES,
gold,sector_etfs,created_at,timestamp with time zone,"",YES,now()
gold,sentiment_mart,date,timestamp without time zone,"",NO,
gold,sentiment_mart,id,integer,32,NO,nextval('gold.sentiment_mart_id_seq'::regclass)
gold,sentiment_mart,perspective,character varying,50,YES,
gold,sentiment_mart,entity_name,character varying,100,YES,
gold,sentiment_mart,sentiment_score,double precision,53,YES,
gold,sentiment_mart,bullish_reasons,ARRAY,"",YES,
gold,sentiment_mart,bearish_reasons,ARRAY,"",YES,
gold,sentiment_mart,impact_level,character varying,20,YES,
gold,sentiment_mart,swarm_summary,text,"",YES,
gold,signal_cancellations,id,integer,32,NO,nextval('gold.signal_cancellations_id_seq'::regclass)
gold,signal_cancellations,strategy_id,character varying,100,NO,
gold,signal_cancellations,ticker,character varying,20,NO,
gold,signal_cancellations,cancellation_time,timestamp without time zone,"",NO,
gold,signal_cancellations,reason,text,"",NO,
gold,signal_cancellations,created_at,timestamp without time zone,"",YES,now()
gold,stock_metrics,date,date,"",YES,
gold,stock_metrics,ticker,character varying,20,YES,
gold,stock_metrics,sector,character varying,100,YES,
gold,stock_metrics,open,double precision,53,YES,
gold,stock_metrics,high,double precision,53,YES,
gold,stock_metrics,low,double precision,53,YES,
gold,stock_metrics,close,double precision,53,YES,
gold,stock_metrics,volume,bigint,64,YES,
gold,stock_metrics,vwap,numeric,"",YES,
gold,stock_metrics,rsi_14,double precision,53,YES,
gold,stock_metrics,macd_hist,double precision,53,YES,
gold,stock_metrics,sma_50,double precision,53,YES,
gold,stock_metrics,sma_200,double precision,53,YES,
gold,stock_metrics,atr_14,double precision,53,YES,
gold,stock_metrics,beta,double precision,53,YES,
gold,stock_metrics,sharpe_ratio,double precision,53,YES,
gold,stock_metrics,rel_strength_sp500,double precision,53,YES,
gold,stock_metrics,rel_strength_sector,double precision,53,YES,
gold,stock_metrics,dist_from_52w_high,double precision,53,YES,
gold,stock_metrics,implied_volatility,double precision,53,YES,
gold,stock_metrics,candlestick_pattern,character varying,50,YES,
gold,stock_metrics,candlestick_sentiment,double precision,53,YES,
gold,stock_metrics,golden_cross,boolean,"",YES,
gold,stock_metrics,death_cross,boolean,"",YES,
gold,stock_metrics,above_sma_200,boolean,"",YES,
gold,stock_metrics,created_at,timestamp without time zone,"",YES,
gold,stock_metrics_history,date,date,"",NO,
gold,stock_metrics_history,ticker,character varying,20,NO,
gold,stock_metrics_history,sector,character varying,100,YES,
gold,stock_metrics_history,open,double precision,53,YES,
gold,stock_metrics_history,high,double precision,53,YES,
gold,stock_metrics_history,low,double precision,53,YES,
gold,stock_metrics_history,close,double precision,53,YES,
gold,stock_metrics_history,volume,bigint,64,YES,
gold,stock_metrics_history,vwap,numeric,"",YES,
gold,stock_metrics_history,rsi_14,double precision,53,YES,
gold,stock_metrics_history,macd_line,numeric,"",YES,
gold,stock_metrics_history,macd_signal,numeric,"",YES,
gold,stock_metrics_history,macd_hist,double precision,53,YES,
gold,stock_metrics_history,sma_50,double precision,53,YES,
gold,stock_metrics_history,sma_200,double precision,53,YES,
gold,stock_metrics_history,stoch_k,numeric,"",YES,
gold,stock_metrics_history,stoch_d,numeric,"",YES,
gold,stock_metrics_history,adx,numeric,"",YES,
gold,stock_metrics_history,adx_plus_di,numeric,"",YES,
gold,stock_metrics_history,adx_minus_di,numeric,"",YES,
gold,stock_metrics_history,psar,numeric,"",YES,
gold,stock_metrics_history,psar_direction,character varying,10,YES,
gold,stock_metrics_history,atr_14,double precision,53,YES,
gold,stock_metrics_history,beta,double precision,53,YES,
gold,stock_metrics_history,implied_volatility,double precision,53,YES,
gold,stock_metrics_history,sharpe_ratio,double precision,53,YES,
gold,stock_metrics_history,relative_vol_10d,double precision,53,YES,
gold,stock_metrics_history,rel_strength_sp500,double precision,53,YES,
gold,stock_metrics_history,rel_strength_sector,double precision,53,YES,
gold,stock_metrics_history,dist_from_52w_high,double precision,53,YES,
gold,stock_metrics_history,dist_from_ytd_high,double precision,53,YES,
gold,stock_metrics_history,dist_from_ytd_low,double precision,53,YES,
gold,stock_metrics_history,pe_ratio_ttm,double precision,53,YES,
gold,stock_metrics_history,ps_ratio,double precision,53,YES,
gold,stock_metrics_history,eps_growth_qbq,double precision,53,YES,
gold,stock_metrics_history,debt_to_equity,double precision,53,YES,
gold,stock_metrics_history,free_cash_flow,double precision,53,YES,
gold,stock_metrics_history,prophet_forecast,double precision,53,YES,
gold,stock_metrics_history,candlestick_pattern,character varying,50,YES,
gold,stock_metrics_history,candlestick_sentiment,double precision,53,YES,
gold,stock_metrics_history,hit_rate_1d,double precision,53,YES,
gold,stock_metrics_history,hit_rate_7d,double precision,53,YES,
gold,stock_metrics_history,returns_1d,double precision,53,YES,
gold,stock_metrics_history,returns_5d,double precision,53,YES,
gold,stock_metrics_history,returns_21d,double precision,53,YES,
gold,stock_metrics_history,volatility_21d,double precision,53,YES,
gold,stock_metrics_history,volume_sma_20,double precision,53,YES,
gold,stock_metrics_history,volume_ratio,double precision,53,YES,
gold,stock_metrics_history,golden_cross,boolean,"",YES,
gold,stock_metrics_history,death_cross,boolean,"",YES,
gold,stock_metrics_history,above_sma_200,boolean,"",YES,
gold,stock_metrics_history,created_at,timestamp without time zone,"",YES,now()
gold,stock_metrics_new,ticker,character varying,"",NO,
gold,stock_metrics_new,date,date,"",NO,
gold,stock_metrics_new,sector,character varying,"",YES,
gold,stock_metrics_new,open,double precision,53,YES,
gold,stock_metrics_new,high,double precision,53,YES,
gold,stock_metrics_new,low,double precision,53,YES,
gold,stock_metrics_new,close,double precision,53,YES,
gold,stock_metrics_new,volume,bigint,64,YES,
gold,stock_metrics_new,vwap,numeric,"",YES,
gold,stock_metrics_new,returns_1d,double precision,53,YES,
gold,stock_metrics_new,returns_5d,double precision,53,YES,
gold,stock_metrics_new,returns_21d,double precision,53,YES,
gold,stock_metrics_new,change_1d,numeric,"",YES,
gold,stock_metrics_new,change_1w,numeric,"",YES,
